rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
2150,201–250,University of Hawai’i at Mānoa,50.6–54.2,2150,37.0,267,39.3,225,72.3,370,52.5,340,65.5,349,United States,"14,732",10.6,10%,57 : 43,University of Hawai’i at Mānoa,"Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Other Health,Geography,Architecture,Computer Science,Chemistry,Sociology,Medicine & Dentistry,Electrical & Electronic Engineering,Mathematics & Statistics,Archaeology,Civil Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies)",False,False,Honolulu,HI,96822,Honolulu,21.2972,-157.8162,2021
2680,251–300,University of Illinois Chicago,48.0–50.5,2680,43.7,163,33.0,316,68.9,414,42.6,549,55.7,493,United States,"27,031",11.5,20%,52 : 48,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False,Chicago,IL,60607,Cook,41.8718,-87.6505,2021
7180,601–800,"University of Maryland, Baltimore County",30.2–36.3,7180,22.2,844,22.9,556,59.4,558,34.6,1174,36.4,921,United States,"11,808",18.6,8%,45 : 55,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False,Baltimore,MD,21250,Baltimore,39.2567,-76.7115,2021
900,90,"University of Maryland, College Park",63.1,900,47.4,122,58.8,85,90.2,133,38.9,732,42.9,758,United States,"33,671",16.6,11%,48 : 52,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False,College Park,MD,20742,Prince George's,38.9886,-76.9396,2021
2270,201–250,University of Massachusetts,50.6–54.2,2270,37.3,259,32.0,333,88.3,156,50.7,362,64.1,365,United States,"61,958",13.3,15%,48 : 52,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False,Amherst,MA,1003,Hampshire,42.3886,-72.5293,2021
860,=85,University of Minnesota,63.7,860,55.1,80,59.0,83,81.4,249,80.3,116,40.7,803,United States,"61,994",12.4,11%,53 : 47,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False,Minneapolis,MN,55455,Hennepin,44.9778,-93.2353,2021
5570,501–600,University of Montana,36.4–39.7,5570,35.5,306,20.4,637,62.3,510,33.8,1329,28.0,1129,United States,"8,559",16.2,2%,57 : 43,University of Montana,"Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Psychology,Business & Management,Geography,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False,Missoula,MT,59812,Missoula,46.861,-113.9829,2021
7370,601–800,"University of Nevada, Las Vegas",30.2–36.3,7370,27.2,569,22.6,567,45.0,766,34.1,1269,31.4,1035,United States,"25,690",22.4,5%,57 : 43,"University of Nevada, Las Vegas","Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Sociology,Sport Science,Education,Agriculture & Forestry,Architecture,Economics & Econometrics,Computer Science,Psychology,Archaeology,Veterinary Science,Art, Performing Arts & Design,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Other Health,Law,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,Las Vegas,IN,89154,Clark,36.1069,-115.1411,2021
2770,251–300,University of New Mexico (Main campus),48.0–50.5,2770,39.8,214,30.2,378,82.3,237,42.3,565,33.5,983,United States,"18,277",16.3,5%,56 : 44,University of New Mexico (Main campus),"Mechanical & Aerospace Engineering,Biological Sciences,Other Health,Economics & Econometrics,Sociology,Education,Law,Geography,Medicine & Dentistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,General Engineering,Psychology,Mathematics & Statistics,Sport Science,Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Architecture,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False,Albuquerque,NM,87106,Bernalillo,35.0838,-106.6201,2021
1330,=133,University of Pittsburgh-Pittsburgh campus,58.8,1330,45.5,144,42.8,188,93.9,95,40.6,649,41.7,782,United States,"26,761",5.7,11%,53 : 47,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False,Pittsburgh,PA,15260,Allegheny,40.4426,-79.9541,2021
7860,601–800,University of Texas at Arlington,30.2–36.3,7860,21.5,902,19.3,686,53.8,625,40.2,666,46.6,663,United States,"29,817",27.7,14%,57 : 43,University of Texas at Arlington,"Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Psychology,Other Health,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Accounting & Finance,Sociology,Sport Science,Agriculture & Forestry,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,General Engineering",False,False,Arlington,TX,76013,Tarrant,32.7291,-97.1151,2021
440,44,University of Texas at Austin,74.0,440,67.9,36,74.8,38,90.5,129,46.2,435,39.4,838,United States,"49,510",16.9,10%,52 : 48,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",False,False,Austin,TX,78705,Travis,30.2838,-97.7364,2021
3430,301–350,University of Texas at Dallas,45.6–47.9,3430,25.0,693,27.7,424,81.1,255,39.6,690,59.8,426,United States,"23,587",20.8,23%,43 : 57,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False,Richardson,TX,75080,Dallas,32.9894,-96.7487,2021
9780,801–1000,University of Texas at El Paso,25.1–30.1,9780,21.0,937,22.7,564,37.6,892,33.4,1502,41.8,780,United States,"17,883",23.7,8%,53 : 47,University of Texas at El Paso,"Physics & Astronomy,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Sociology,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Geography,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Agriculture & Forestry,Communication & Media Studies,Business & Management",False,False,El Paso,TX,79968,El Paso,31.7717,-106.5035,2021
1170,117,University of Virginia (Main campus),60.6,1170,52.1,96,43.3,180,90.7,125,41.9,586,50.2,587,United States,"24,879",9.0,13%,52 : 48,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False,Charlottesville,VA,22903,Albemarle,38.0339,-78.5118,2021
290,29,University of Washington,80.4,290,69.8,32,80.5,29,98.7,31,45.6,451,60.9,402,United States,"46,258",10.7,17%,53 : 47,University of Washington,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",False,False,Seattle,WA,98195,King,47.6557,-122.3108,2021
2990,251–300,William & Mary,48.0–50.5,2990,46.1,138,19.8,662,84.7,213,34.5,1199,38.2,876,United States,"8,278",11.1,9%,56 : 44,William & Mary,"Psychology,Computer Science,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Law,Sociology,Art, Performing Arts & Design,Education,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False,Williamsburg,VA,23185,James City,37.2732,-76.7196,2021
